pace,shooting,passing,dribbling,defending,physic,overall
69.0,33.0,46.0,51.0,52.0,52.0,57
54.0,57.0,67.0,68.0,75.0,68.0,73
83.0,62.0,57.0,68.0,23.0,55.0,66
75.0,63.0,68.0,67.0,48.0,57.0,66
64.0,60.0,61.0,64.0,64.0,74.0,69
57.0,44.0,61.0,56.0,73.0,75.0,73
75.0,50.0,70.0,69.0,66.0,67.0,72
42.0,34.0,49.0,44.0,63.0,64.0,63
70.0,58.0,55.0,62.0,30.0,57.0,61
71.0,28.0,42.0,45.0,63.0,71.0,63
71.0,59.0,56.0,65.0,24.0,62.0,63
77.0,64.0,47.0,58.0,23.0,58.0,63
78.0,60.0,62.0,69.0,59.0,67.0,66
72.0,43.0,57.0,72.0,62.0,61.0,67
69.0,53.0,55.0,64.0,52.0,59.0,61
67.0,37.0,53.0,60.0,60.0,63.0,64
82.0,52.0,59.0,63.0,56.0,58.0,64
61.0,30.0,40.0,42.0,71.0,74.0,70
75.0,49.0,67.0,68.0,73.0,74.0,75
66.0,33.0,52.0,60.0,69.0,67.0,67
71.0,58.0,64.0,65.0,69.0,73.0,71
74.0,58.0,58.0,66.0,60.0,70.0,67
57.0,52.0,63.0,63.0,58.0,66.0,64
84.0,73.0,66.0,79.0,36.0,63.0,75
73.0,63.0,65.0,69.0,70.0,73.0,70
70.0,62.0,66.0,69.0,48.0,54.0,67
61.0,26.0,49.0,53.0,72.0,75.0,71
79.0,59.0,61.0,68.0,34.0,48.0,65
49.0,28.0,33.0,35.0,61.0,57.0,57
71.0,57.0,63.0,66.0,71.0,74.0,72
57.0,28.0,40.0,40.0,57.0,61.0,57
68.0,62.0,68.0,68.0,52.0,73.0,66
65.0,59.0,67.0,73.0,67.0,66.0,71
64.0,42.0,60.0,62.0,53.0,53.0,58
71.0,41.0,60.0,61.0,58.0,59.0,63
57.0,65.0,70.0,69.0,64.0,64.0,72
77.0,66.0,67.0,64.0,65.0,68.0,67
68.0,50.0,58.0,65.0,62.0,69.0,64
77.0,58.0,66.0,68.0,65.0,74.0,70
80.0,65.0,69.0,71.0,42.0,66.0,70
71.0,58.0,60.0,66.0,34.0,39.0,62
37.0,72.0,67.0,66.0,43.0,69.0,70
59.0,63.0,65.0,68.0,71.0,86.0,73
74.0,75.0,54.0,68.0,25.0,78.0,74
70.0,67.0,54.0,64.0,18.0,63.0,67
83.0,51.0,61.0,64.0,57.0,66.0,66
60.0,29.0,54.0,62.0,75.0,77.0,74
57.0,33.0,49.0,46.0,66.0,71.0,66
59.0,75.0,85.0,77.0,74.0,73.0,82
61.0,41.0,54.0,47.0,52.0,62.0,56
70.0,61.0,50.0,62.0,20.0,46.0,59
85.0,54.0,61.0,67.0,58.0,60.0,66
62.0,28.0,42.0,48.0,64.0,53.0,62
87.0,49.0,67.0,70.0,64.0,74.0,71
68.0,40.0,48.0,52.0,39.0,48.0,51
62.0,48.0,61.0,68.0,54.0,41.0,62
73.0,53.0,56.0,62.0,55.0,63.0,63
92.0,59.0,51.0,60.0,28.0,56.0,60
59.0,36.0,38.0,60.0,61.0,52.0,60
67.0,39.0,51.0,52.0,57.0,61.0,60
73.0,77.0,75.0,76.0,65.0,72.0,77
75.0,59.0,55.0,64.0,23.0,46.0,63
49.0,34.0,45.0,50.0,61.0,76.0,63
78.0,70.0,58.0,66.0,29.0,75.0,69
82.0,50.0,69.0,73.0,73.0,70.0,77
46.0,48.0,37.0,43.0,18.0,55.0,48
77.0,71.0,66.0,75.0,43.0,63.0,71
64.0,71.0,62.0,73.0,41.0,71.0,70
62.0,61.0,63.0,62.0,56.0,47.0,62
67.0,59.0,63.0,64.0,47.0,57.0,62
70.0,60.0,64.0,64.0,38.0,62.0,66
54.0,37.0,44.0,44.0,63.0,67.0,63
57.0,31.0,37.0,37.0,56.0,63.0,56
69.0,63.0,74.0,71.0,78.0,71.0,78
75.0,65.0,73.0,75.0,59.0,71.0,72
73.0,28.0,52.0,55.0,57.0,59.0,63
66.0,34.0,37.0,40.0,55.0,73.0,57
80.0,66.0,71.0,73.0,25.0,61.0,71
62.0,59.0,55.0,59.0,34.0,56.0,58
77.0,67.0,64.0,71.0,36.0,61.0,70
83.0,66.0,53.0,66.0,41.0,60.0,67
60.0,65.0,68.0,63.0,49.0,61.0,63
44.0,59.0,71.0,68.0,71.0,72.0,74
79.0,44.0,43.0,52.0,19.0,36.0,51
61.0,74.0,53.0,67.0,35.0,76.0,74
56.0,26.0,30.0,35.0,61.0,55.0,57
75.0,52.0,52.0,62.0,33.0,51.0,59
63.0,41.0,53.0,54.0,45.0,50.0,52
64.0,35.0,49.0,58.0,62.0,70.0,63
58.0,69.0,69.0,73.0,77.0,73.0,77
86.0,63.0,60.0,70.0,26.0,50.0,69
49.0,21.0,45.0,56.0,69.0,77.0,70
58.0,28.0,45.0,50.0,63.0,68.0,63
64.0,60.0,62.0,67.0,35.0,61.0,63
61.0,39.0,48.0,50.0,51.0,53.0,53
66.0,52.0,66.0,68.0,49.0,57.0,63
73.0,57.0,59.0,63.0,58.0,68.0,63
59.0,58.0,66.0,65.0,65.0,69.0,67
85.0,51.0,67.0,70.0,66.0,72.0,72
76.0,65.0,52.0,66.0,20.0,55.0,65
73.0,60.0,49.0,58.0,41.0,78.0,61
80.0,50.0,61.0,69.0,38.0,52.0,65
56.0,64.0,44.0,53.0,23.0,63.0,60
68.0,60.0,60.0,61.0,57.0,69.0,62
55.0,41.0,54.0,56.0,60.0,72.0,62
68.0,55.0,57.0,61.0,58.0,61.0,60
43.0,66.0,68.0,66.0,61.0,72.0,65
73.0,41.0,55.0,60.0,71.0,69.0,70
68.0,27.0,48.0,54.0,60.0,71.0,63
72.0,67.0,61.0,66.0,29.0,48.0,64
77.0,53.0,56.0,69.0,31.0,42.0,64
73.0,41.0,61.0,63.0,64.0,68.0,69
79.0,67.0,76.0,78.0,67.0,69.0,76
80.0,54.0,54.0,59.0,42.0,60.0,59
73.0,44.0,57.0,57.0,62.0,54.0,66
54.0,31.0,47.0,54.0,69.0,67.0,67
69.0,46.0,60.0,67.0,53.0,59.0,62
73.0,39.0,47.0,53.0,49.0,56.0,55
80.0,57.0,62.0,66.0,58.0,67.0,66
34.0,41.0,54.0,49.0,70.0,80.0,70
76.0,53.0,59.0,68.0,29.0,50.0,65
77.0,71.0,61.0,70.0,34.0,68.0,74
81.0,40.0,58.0,61.0,70.0,76.0,70
62.0,56.0,62.0,64.0,60.0,72.0,64
84.0,71.0,67.0,72.0,37.0,63.0,72
72.0,55.0,57.0,68.0,34.0,42.0,63
55.0,53.0,66.0,59.0,74.0,87.0,75
70.0,47.0,59.0,62.0,56.0,64.0,60
67.0,59.0,54.0,68.0,22.0,51.0,60
55.0,77.0,86.0,77.0,45.0,58.0,78
81.0,63.0,65.0,69.0,33.0,58.0,67
65.0,45.0,48.0,54.0,26.0,47.0,52
68.0,55.0,53.0,58.0,50.0,63.0,57
50.0,33.0,35.0,39.0,63.0,73.0,62
76.0,65.0,60.0,69.0,28.0,66.0,67
43.0,36.0,46.0,50.0,69.0,67.0,69
74.0,67.0,73.0,74.0,66.0,56.0,73
62.0,36.0,64.0,65.0,79.0,83.0,79
37.0,61.0,61.0,59.0,62.0,71.0,62
82.0,69.0,51.0,69.0,20.0,56.0,68
61.0,73.0,66.0,73.0,45.0,70.0,77
78.0,65.0,59.0,61.0,47.0,82.0,66
58.0,68.0,63.0,64.0,70.0,79.0,69
64.0,36.0,49.0,54.0,70.0,73.0,69
66.0,67.0,70.0,73.0,42.0,66.0,71
67.0,54.0,58.0,61.0,31.0,64.0,60
72.0,68.0,68.0,71.0,36.0,60.0,69
43.0,64.0,52.0,59.0,38.0,67.0,62
78.0,62.0,61.0,67.0,44.0,58.0,64
71.0,40.0,47.0,58.0,64.0,58.0,66
59.0,54.0,62.0,61.0,61.0,71.0,62
75.0,58.0,59.0,64.0,52.0,57.0,61
35.0,71.0,68.0,69.0,72.0,77.0,73
71.0,58.0,65.0,64.0,79.0,75.0,76
63.0,58.0,40.0,55.0,22.0,46.0,56
67.0,40.0,65.0,65.0,71.0,77.0,72
77.0,52.0,59.0,64.0,59.0,71.0,65
73.0,62.0,54.0,63.0,29.0,62.0,62
72.0,68.0,59.0,66.0,29.0,72.0,68
75.0,65.0,62.0,68.0,48.0,66.0,67
53.0,31.0,58.0,63.0,70.0,71.0,69
49.0,79.0,80.0,72.0,60.0,73.0,73
69.0,58.0,59.0,63.0,53.0,58.0,62
62.0,61.0,68.0,71.0,63.0,66.0,71
68.0,48.0,48.0,54.0,24.0,33.0,51
66.0,35.0,52.0,55.0,65.0,74.0,66
64.0,47.0,64.0,62.0,60.0,67.0,63
67.0,41.0,58.0,46.0,72.0,74.0,72
77.0,60.0,39.0,62.0,17.0,58.0,60
40.0,52.0,66.0,66.0,68.0,68.0,70
67.0,47.0,55.0,60.0,48.0,56.0,57
83.0,67.0,72.0,80.0,70.0,78.0,77
70.0,47.0,55.0,59.0,56.0,57.0,59
55.0,64.0,66.0,76.0,53.0,61.0,67
64.0,75.0,65.0,76.0,30.0,62.0,72
71.0,56.0,71.0,72.0,75.0,71.0,75
74.0,53.0,71.0,75.0,73.0,69.0,76
72.0,55.0,58.0,63.0,51.0,58.0,61
70.0,57.0,68.0,74.0,76.0,64.0,75
66.0,35.0,53.0,58.0,67.0,70.0,67
78.0,56.0,58.0,64.0,54.0,75.0,66
69.0,67.0,70.0,70.0,58.0,60.0,71
81.0,60.0,62.0,64.0,54.0,56.0,65
80.0,45.0,59.0,67.0,60.0,58.0,64
60.0,40.0,57.0,51.0,66.0,72.0,65
68.0,42.0,51.0,49.0,47.0,60.0,52
59.0,28.0,33.0,39.0,62.0,59.0,58
62.0,26.0,47.0,56.0,59.0,65.0,61
78.0,30.0,41.0,56.0,47.0,48.0,55
78.0,47.0,65.0,70.0,64.0,71.0,72
65.0,54.0,55.0,59.0,35.0,50.0,60
61.0,53.0,63.0,66.0,60.0,68.0,65
75.0,52.0,63.0,66.0,60.0,63.0,66
72.0,68.0,58.0,65.0,38.0,70.0,68
74.0,73.0,77.0,84.0,40.0,52.0,78
68.0,60.0,71.0,72.0,67.0,70.0,72
74.0,52.0,58.0,59.0,52.0,46.0,59
64.0,76.0,52.0,67.0,25.0,59.0,73
78.0,54.0,59.0,65.0,61.0,68.0,69
67.0,57.0,66.0,66.0,68.0,68.0,70
60.0,47.0,59.0,61.0,60.0,74.0,63
57.0,36.0,50.0,58.0,70.0,69.0,69
88.0,63.0,57.0,67.0,43.0,58.0,67
75.0,31.0,48.0,59.0,58.0,65.0,61
62.0,26.0,36.0,40.0,66.0,75.0,65
62.0,31.0,41.0,42.0,67.0,67.0,64
73.0,43.0,59.0,63.0,67.0,74.0,70
80.0,62.0,62.0,69.0,47.0,72.0,67
69.0,28.0,46.0,52.0,58.0,67.0,59
71.0,26.0,41.0,55.0,58.0,63.0,60
45.0,40.0,43.0,41.0,63.0,76.0,64
52.0,65.0,70.0,68.0,61.0,58.0,67
64.0,50.0,36.0,48.0,25.0,61.0,53
67.0,33.0,49.0,55.0,60.0,67.0,61
77.0,57.0,70.0,75.0,71.0,70.0,76
65.0,50.0,56.0,63.0,41.0,53.0,61
58.0,41.0,63.0,59.0,60.0,57.0,66
71.0,42.0,66.0,69.0,72.0,68.0,73
77.0,40.0,50.0,59.0,58.0,62.0,63
70.0,61.0,57.0,64.0,39.0,71.0,63
68.0,44.0,51.0,55.0,53.0,63.0,58
77.0,37.0,59.0,69.0,66.0,71.0,70
90.0,72.0,66.0,77.0,45.0,62.0,74
51.0,44.0,57.0,55.0,60.0,52.0,60
67.0,37.0,53.0,58.0,61.0,64.0,65
73.0,48.0,52.0,60.0,55.0,60.0,60
70.0,64.0,70.0,73.0,66.0,58.0,69
69.0,50.0,62.0,66.0,76.0,82.0,77
67.0,60.0,53.0,63.0,40.0,54.0,60
76.0,65.0,67.0,66.0,52.0,60.0,68
68.0,59.0,48.0,64.0,22.0,58.0,59
71.0,63.0,77.0,75.0,64.0,69.0,75
51.0,26.0,47.0,52.0,67.0,79.0,68
69.0,70.0,73.0,79.0,32.0,54.0,74
33.0,70.0,75.0,70.0,77.0,79.0,79
66.0,66.0,54.0,65.0,25.0,65.0,65
68.0,64.0,70.0,74.0,59.0,60.0,69
73.0,71.0,68.0,73.0,43.0,74.0,71
67.0,47.0,53.0,51.0,39.0,63.0,52
73.0,67.0,49.0,63.0,40.0,65.0,65
36.0,32.0,57.0,58.0,78.0,66.0,74
69.0,56.0,62.0,65.0,58.0,70.0,64
58.0,66.0,49.0,61.0,39.0,50.0,63
70.0,70.0,75.0,71.0,42.0,70.0,71
67.0,61.0,65.0,68.0,34.0,55.0,65
72.0,62.0,68.0,73.0,73.0,72.0,72
68.0,67.0,76.0,80.0,78.0,79.0,80
63.0,69.0,73.0,75.0,73.0,65.0,74
62.0,50.0,58.0,61.0,54.0,57.0,59
63.0,51.0,45.0,55.0,29.0,57.0,53
71.0,62.0,44.0,64.0,26.0,68.0,64
63.0,70.0,71.0,69.0,65.0,63.0,69
72.0,71.0,62.0,73.0,27.0,74.0,73
70.0,63.0,66.0,71.0,65.0,70.0,71
75.0,71.0,72.0,73.0,59.0,71.0,73
70.0,56.0,58.0,70.0,28.0,52.0,64
78.0,33.0,44.0,57.0,58.0,67.0,61
75.0,75.0,68.0,76.0,46.0,74.0,75
78.0,46.0,57.0,66.0,66.0,79.0,69
77.0,62.0,56.0,70.0,39.0,62.0,66
49.0,29.0,40.0,44.0,54.0,69.0,57
58.0,48.0,54.0,56.0,58.0,70.0,60
68.0,39.0,59.0,50.0,82.0,79.0,79
73.0,57.0,60.0,66.0,52.0,70.0,65
74.0,59.0,62.0,65.0,40.0,60.0,65
42.0,48.0,61.0,57.0,68.0,68.0,68
91.0,64.0,56.0,69.0,28.0,77.0,68
67.0,40.0,53.0,55.0,49.0,55.0,54
77.0,63.0,73.0,75.0,61.0,70.0,73
92.0,57.0,66.0,67.0,48.0,70.0,71
53.0,45.0,56.0,57.0,57.0,62.0,59
63.0,36.0,47.0,55.0,52.0,56.0,56
72.0,51.0,53.0,63.0,25.0,45.0,60
72.0,66.0,67.0,67.0,49.0,68.0,67
61.0,73.0,80.0,75.0,53.0,58.0,75
50.0,38.0,41.0,42.0,64.0,68.0,63
77.0,58.0,70.0,72.0,62.0,67.0,70
64.0,55.0,63.0,63.0,58.0,58.0,63
76.0,50.0,63.0,69.0,62.0,52.0,68
70.0,68.0,53.0,68.0,28.0,59.0,69
48.0,31.0,39.0,42.0,61.0,74.0,62
61.0,51.0,54.0,58.0,46.0,41.0,54
32.0,23.0,42.0,39.0,70.0,83.0,70
81.0,67.0,61.0,68.0,33.0,67.0,69
36.0,26.0,45.0,41.0,63.0,73.0,63
77.0,78.0,79.0,89.0,59.0,78.0,85
73.0,27.0,49.0,53.0,44.0,60.0,54
76.0,76.0,76.0,77.0,41.0,72.0,78
67.0,50.0,61.0,64.0,65.0,74.0,68
74.0,57.0,62.0,64.0,23.0,48.0,64
64.0,57.0,57.0,64.0,62.0,72.0,66
52.0,27.0,49.0,52.0,69.0,71.0,67
81.0,48.0,58.0,73.0,32.0,60.0,66
82.0,56.0,57.0,63.0,43.0,54.0,63
69.0,54.0,63.0,67.0,54.0,55.0,63
67.0,38.0,63.0,60.0,78.0,79.0,78
64.0,47.0,53.0,58.0,50.0,54.0,55
77.0,36.0,52.0,69.0,67.0,75.0,70
77.0,52.0,60.0,68.0,57.0,67.0,64
54.0,32.0,45.0,54.0,57.0,59.0,59
79.0,80.0,75.0,79.0,44.0,70.0,78
79.0,71.0,65.0,69.0,28.0,69.0,69
60.0,25.0,28.0,31.0,54.0,54.0,51
70.0,51.0,62.0,66.0,61.0,56.0,64
57.0,46.0,56.0,60.0,61.0,67.0,62
35.0,32.0,48.0,38.0,65.0,84.0,66
62.0,59.0,51.0,61.0,68.0,73.0,68
80.0,40.0,46.0,50.0,26.0,51.0,51
58.0,44.0,53.0,55.0,44.0,55.0,53
60.0,63.0,56.0,62.0,31.0,61.0,63
81.0,65.0,66.0,72.0,62.0,69.0,70
64.0,66.0,72.0,70.0,70.0,81.0,75
71.0,67.0,72.0,77.0,44.0,47.0,73
79.0,62.0,64.0,62.0,61.0,82.0,68
77.0,60.0,57.0,60.0,26.0,57.0,62
67.0,75.0,68.0,72.0,38.0,77.0,74
63.0,37.0,53.0,55.0,58.0,65.0,60
71.0,50.0,61.0,64.0,62.0,66.0,65
61.0,48.0,64.0,58.0,43.0,42.0,59
77.0,54.0,51.0,62.0,33.0,67.0,62
76.0,62.0,57.0,71.0,28.0,51.0,66
79.0,62.0,71.0,78.0,30.0,41.0,73
88.0,50.0,53.0,63.0,36.0,58.0,61
84.0,41.0,48.0,62.0,56.0,55.0,62
61.0,35.0,57.0,55.0,63.0,69.0,63
62.0,45.0,55.0,62.0,60.0,65.0,63
64.0,26.0,44.0,50.0,53.0,52.0,55
69.0,63.0,50.0,62.0,28.0,67.0,63
70.0,32.0,44.0,58.0,65.0,72.0,65
80.0,70.0,61.0,73.0,22.0,50.0,68
91.0,74.0,65.0,74.0,31.0,71.0,73
63.0,44.0,54.0,57.0,60.0,74.0,64
79.0,47.0,61.0,67.0,67.0,69.0,70
71.0,49.0,55.0,57.0,64.0,54.0,68
63.0,68.0,66.0,70.0,31.0,63.0,67
59.0,68.0,43.0,61.0,29.0,62.0,67
73.0,28.0,46.0,51.0,64.0,71.0,65
81.0,63.0,60.0,65.0,41.0,60.0,65
73.0,60.0,58.0,63.0,60.0,57.0,63
71.0,38.0,55.0,62.0,55.0,60.0,61
59.0,45.0,54.0,58.0,48.0,58.0,55
55.0,28.0,51.0,54.0,60.0,66.0,60
61.0,29.0,46.0,39.0,60.0,51.0,56
73.0,39.0,56.0,61.0,67.0,70.0,68
76.0,62.0,55.0,65.0,39.0,65.0,63
78.0,61.0,68.0,68.0,66.0,72.0,71
93.0,77.0,77.0,86.0,36.0,56.0,83
73.0,49.0,51.0,62.0,27.0,42.0,57
74.0,42.0,57.0,60.0,70.0,76.0,71
91.0,30.0,45.0,53.0,61.0,67.0,61
48.0,54.0,62.0,63.0,65.0,65.0,66
73.0,58.0,59.0,63.0,35.0,59.0,63
60.0,29.0,38.0,41.0,59.0,62.0,58
75.0,36.0,47.0,55.0,51.0,59.0,57
78.0,32.0,45.0,56.0,72.0,76.0,73
83.0,63.0,65.0,68.0,40.0,75.0,69
69.0,58.0,58.0,63.0,45.0,47.0,57
85.0,56.0,58.0,66.0,27.0,49.0,63
77.0,57.0,66.0,63.0,62.0,62.0,65
80.0,55.0,60.0,66.0,49.0,68.0,67
71.0,64.0,66.0,69.0,49.0,67.0,66
64.0,54.0,52.0,61.0,28.0,51.0,59
68.0,66.0,77.0,77.0,77.0,78.0,80
66.0,66.0,42.0,60.0,28.0,60.0,63
81.0,41.0,52.0,65.0,57.0,64.0,63
69.0,70.0,49.0,64.0,29.0,68.0,70
90.0,56.0,61.0,75.0,26.0,53.0,70
75.0,43.0,71.0,70.0,65.0,76.0,71
46.0,41.0,59.0,58.0,65.0,59.0,63
71.0,49.0,66.0,65.0,54.0,57.0,63
76.0,45.0,59.0,65.0,62.0,66.0,66
69.0,61.0,57.0,64.0,24.0,46.0,61
77.0,48.0,47.0,60.0,24.0,36.0,55
62.0,49.0,56.0,62.0,71.0,75.0,70
63.0,34.0,50.0,54.0,70.0,72.0,70
62.0,67.0,66.0,67.0,42.0,69.0,67
64.0,57.0,59.0,62.0,49.0,54.0,61
78.0,65.0,48.0,64.0,25.0,76.0,68
66.0,51.0,62.0,51.0,64.0,59.0,67
80.0,27.0,51.0,50.0,63.0,73.0,65
56.0,65.0,56.0,60.0,37.0,59.0,63
66.0,60.0,48.0,57.0,20.0,66.0,62
84.0,56.0,63.0,69.0,61.0,63.0,68
84.0,64.0,67.0,73.0,51.0,61.0,72
72.0,62.0,55.0,63.0,63.0,77.0,64
63.0,38.0,44.0,48.0,43.0,47.0,47
75.0,51.0,50.0,60.0,24.0,49.0,57
71.0,29.0,60.0,67.0,75.0,82.0,75
79.0,83.0,69.0,73.0,34.0,79.0,81
55.0,70.0,71.0,75.0,70.0,66.0,72
74.0,56.0,38.0,56.0,22.0,54.0,58
62.0,64.0,54.0,65.0,30.0,67.0,67
83.0,73.0,82.0,78.0,77.0,73.0,82
57.0,36.0,46.0,51.0,50.0,64.0,53
86.0,64.0,70.0,74.0,58.0,74.0,73
81.0,66.0,64.0,74.0,42.0,55.0,69
55.0,27.0,29.0,30.0,50.0,54.0,48
75.0,70.0,62.0,69.0,32.0,74.0,70
76.0,36.0,53.0,61.0,55.0,53.0,62
79.0,61.0,64.0,75.0,26.0,48.0,69
65.0,51.0,47.0,58.0,32.0,50.0,55
41.0,54.0,43.0,49.0,30.0,64.0,53
77.0,54.0,68.0,71.0,84.0,79.0,83
84.0,61.0,81.0,81.0,82.0,76.0,87
73.0,31.0,37.0,48.0,56.0,67.0,57
72.0,67.0,71.0,72.0,66.0,84.0,74
74.0,71.0,71.0,73.0,55.0,66.0,72
66.0,25.0,42.0,40.0,59.0,67.0,60
72.0,68.0,72.0,72.0,40.0,47.0,72
78.0,66.0,69.0,78.0,55.0,65.0,73
66.0,27.0,47.0,58.0,63.0,79.0,64
64.0,59.0,65.0,64.0,54.0,66.0,64
82.0,64.0,59.0,70.0,21.0,54.0,67
53.0,37.0,60.0,56.0,60.0,71.0,63
82.0,44.0,54.0,58.0,60.0,68.0,65
73.0,67.0,70.0,75.0,48.0,65.0,71
62.0,58.0,41.0,55.0,23.0,57.0,58
67.0,58.0,46.0,53.0,27.0,72.0,60
67.0,69.0,48.0,69.0,34.0,75.0,71
75.0,75.0,51.0,61.0,28.0,85.0,73
86.0,61.0,71.0,78.0,70.0,78.0,78
70.0,50.0,53.0,60.0,61.0,70.0,62
64.0,65.0,45.0,58.0,23.0,63.0,61
70.0,66.0,77.0,75.0,73.0,75.0,79
67.0,70.0,78.0,79.0,62.0,56.0,75
56.0,57.0,50.0,56.0,28.0,63.0,59
61.0,64.0,66.0,65.0,65.0,64.0,65
71.0,75.0,80.0,84.0,69.0,68.0,80
47.0,48.0,53.0,52.0,60.0,81.0,62
30.0,42.0,46.0,38.0,63.0,79.0,64
63.0,50.0,47.0,55.0,27.0,36.0,52
74.0,58.0,64.0,67.0,57.0,54.0,63
71.0,60.0,59.0,62.0,25.0,53.0,63
63.0,50.0,62.0,61.0,71.0,78.0,71
36.0,49.0,64.0,53.0,73.0,76.0,71
83.0,57.0,60.0,67.0,68.0,78.0,70
62.0,68.0,56.0,67.0,26.0,68.0,68
56.0,75.0,55.0,67.0,28.0,82.0,75
76.0,49.0,48.0,55.0,44.0,56.0,54
91.0,81.0,74.0,85.0,48.0,73.0,83
70.0,62.0,67.0,71.0,43.0,49.0,67
50.0,75.0,74.0,74.0,75.0,77.0,76
36.0,32.0,45.0,53.0,72.0,79.0,73
72.0,38.0,51.0,63.0,58.0,66.0,63
83.0,61.0,51.0,59.0,33.0,63.0,62
70.0,32.0,45.0,54.0,57.0,70.0,61
71.0,45.0,58.0,64.0,62.0,66.0,66
74.0,61.0,63.0,73.0,38.0,42.0,67
52.0,55.0,63.0,63.0,61.0,68.0,64
81.0,62.0,66.0,69.0,69.0,80.0,70
83.0,44.0,61.0,66.0,76.0,82.0,77
78.0,69.0,79.0,85.0,63.0,68.0,81
79.0,61.0,63.0,73.0,24.0,40.0,67
61.0,52.0,50.0,53.0,25.0,61.0,55
64.0,53.0,72.0,67.0,60.0,63.0,67
64.0,64.0,46.0,60.0,22.0,52.0,62
78.0,51.0,48.0,52.0,28.0,48.0,53
63.0,54.0,68.0,69.0,56.0,66.0,67
69.0,69.0,71.0,72.0,61.0,67.0,69
70.0,66.0,63.0,65.0,52.0,61.0,64
65.0,36.0,52.0,58.0,72.0,69.0,72
78.0,62.0,66.0,71.0,39.0,53.0,68
76.0,70.0,60.0,65.0,39.0,71.0,71
75.0,33.0,47.0,56.0,58.0,71.0,62
40.0,47.0,56.0,55.0,66.0,69.0,65
71.0,64.0,56.0,65.0,21.0,62.0,64
61.0,36.0,45.0,45.0,63.0,67.0,62
63.0,65.0,71.0,72.0,67.0,74.0,73
69.0,59.0,46.0,60.0,22.0,66.0,61
57.0,27.0,40.0,46.0,66.0,70.0,66
63.0,69.0,82.0,77.0,64.0,63.0,76
61.0,45.0,58.0,55.0,51.0,66.0,58
66.0,53.0,69.0,73.0,63.0,52.0,68
65.0,26.0,47.0,54.0,56.0,60.0,59
70.0,76.0,72.0,76.0,77.0,81.0,79
49.0,65.0,70.0,66.0,74.0,74.0,74
72.0,45.0,63.0,64.0,73.0,80.0,74
69.0,28.0,49.0,57.0,54.0,51.0,59
66.0,60.0,52.0,57.0,25.0,66.0,60
71.0,56.0,58.0,63.0,56.0,71.0,61
64.0,51.0,56.0,58.0,30.0,46.0,56
91.0,59.0,63.0,69.0,40.0,46.0,68
71.0,54.0,61.0,62.0,54.0,63.0,60
73.0,63.0,71.0,76.0,75.0,77.0,76
79.0,52.0,49.0,59.0,19.0,57.0,57
72.0,63.0,71.0,71.0,39.0,57.0,69
86.0,82.0,75.0,85.0,52.0,68.0,81
76.0,65.0,45.0,65.0,33.0,51.0,64
68.0,72.0,65.0,70.0,40.0,81.0,70
71.0,58.0,59.0,59.0,51.0,64.0,58
71.0,43.0,54.0,60.0,51.0,70.0,58
94.0,67.0,73.0,85.0,41.0,53.0,81
71.0,69.0,68.0,68.0,38.0,56.0,68
73.0,29.0,45.0,53.0,46.0,53.0,55
55.0,60.0,58.0,64.0,66.0,79.0,68
50.0,70.0,75.0,72.0,58.0,69.0,72
61.0,25.0,34.0,51.0,50.0,48.0,53
79.0,47.0,55.0,62.0,27.0,48.0,59
75.0,36.0,59.0,62.0,60.0,69.0,65
43.0,29.0,42.0,40.0,67.0,71.0,67
60.0,32.0,47.0,53.0,61.0,65.0,61
53.0,31.0,49.0,55.0,62.0,70.0,63
64.0,53.0,37.0,49.0,18.0,60.0,54
70.0,35.0,56.0,63.0,67.0,79.0,69
51.0,43.0,55.0,58.0,61.0,71.0,63
63.0,42.0,59.0,62.0,31.0,46.0,57
62.0,72.0,59.0,71.0,38.0,64.0,72
68.0,37.0,52.0,55.0,62.0,68.0,63
76.0,55.0,62.0,66.0,33.0,50.0,62
67.0,61.0,54.0,63.0,22.0,59.0,63
72.0,67.0,73.0,72.0,38.0,52.0,71
67.0,63.0,58.0,65.0,31.0,50.0,62
72.0,30.0,41.0,44.0,65.0,74.0,65
68.0,67.0,51.0,65.0,23.0,69.0,67
67.0,50.0,51.0,61.0,76.0,76.0,75
64.0,55.0,53.0,60.0,24.0,44.0,59
63.0,50.0,53.0,57.0,66.0,73.0,67
83.0,50.0,59.0,70.0,59.0,64.0,67
62.0,32.0,55.0,63.0,74.0,75.0,73
88.0,63.0,60.0,68.0,42.0,62.0,65
76.0,81.0,79.0,84.0,56.0,65.0,81
56.0,31.0,36.0,49.0,60.0,70.0,60
57.0,55.0,46.0,47.0,31.0,67.0,55
78.0,65.0,62.0,68.0,28.0,71.0,67
57.0,31.0,49.0,42.0,64.0,66.0,63
82.0,60.0,61.0,68.0,29.0,56.0,64
64.0,30.0,44.0,47.0,60.0,62.0,60
54.0,59.0,64.0,62.0,60.0,68.0,63
52.0,41.0,51.0,63.0,74.0,71.0,73
77.0,55.0,59.0,66.0,54.0,58.0,63
46.0,31.0,50.0,49.0,70.0,75.0,69
70.0,53.0,61.0,61.0,38.0,57.0,58
48.0,33.0,39.0,39.0,63.0,54.0,60
57.0,64.0,45.0,61.0,24.0,54.0,61
72.0,58.0,63.0,66.0,66.0,63.0,66
67.0,60.0,68.0,69.0,68.0,69.0,70
72.0,27.0,57.0,55.0,71.0,73.0,71
