height_cm,attacking_overall,defending_overall,pace,shooting,passing,dribbling,physic,skill_overall,movement_overall,power_overall,mentality_overall,goalkeeping_overall,forward,midfielder,defender,goalkeeper
174,52,37,82,57,54,66,66,56,76,60,55,11,0,1,0,0
187,39,66,72,25,45,49,75,38,63,57,51,11,0,0,1,0
190,13,11,28,18,25,27,29,16,33,37,20,55,0,0,0,1
167,56,46,80,65,62,70,67,63,81,69,61,12,0,1,0,0
192,13,11,28,18,25,27,29,13,38,31,17,58,0,0,0,1
184,37,59,66,33,42,47,68,39,61,57,41,11,0,0,1,0
186,61,40,86,66,53,70,63,57,69,63,59,9,1,0,0,0
170,51,60,76,51,61,68,66,58,75,63,60,11,0,1,0,0
184,37,67,57,25,39,40,71,35,59,53,45,9,0,0,1,0
178,39,55,82,38,48,54,67,49,72,63,40,10,0,0,1,0
180,56,61,57,56,62,61,71,60,60,65,63,13,0,1,0,0
185,14,14,28,18,25,27,29,16,42,44,27,63,0,0,0,1
191,57,35,73,59,56,65,76,48,64,67,57,12,1,0,0,0
183,14,14,28,18,25,27,29,21,43,44,30,53,0,0,0,1
184,12,11,28,18,25,27,29,14,40,39,24,60,0,0,0,1
182,11,10,28,18,25,27,29,13,29,32,19,44,0,0,0,1
182,49,56,52,51,57,57,66,49,56,65,51,9,0,1,0,0
174,56,62,75,52,57,60,64,49,71,59,54,13,0,0,1,0
174,63,18,76,70,58,73,65,64,74,69,55,10,1,0,0,0
187,52,60,48,54,55,53,70,55,49,66,56,8,0,1,0,0
168,44,34,74,43,51,61,37,50,73,43,41,11,1,0,0,0
187,56,66,46,53,63,60,74,62,50,67,63,12,0,1,0,0
186,55,75,57,50,64,65,74,60,59,68,63,10,0,0,1,0
190,16,13,28,18,25,27,29,19,48,44,33,64,0,0,0,1
170,55,49,60,59,61,63,52,56,63,59,57,10,0,1,0,0
178,50,54,66,51,59,64,69,54,69,61,57,9,0,1,0,0
184,53,75,68,42,57,64,68,51,69,55,60,12,0,0,1,0
173,50,37,66,56,61,69,48,56,68,53,46,11,0,1,0,0
175,47,65,80,33,60,69,66,52,74,55,59,11,0,0,1,0
186,56,71,39,52,55,53,82,52,50,72,59,14,0,0,1,0
184,46,63,61,37,52,54,70,46,58,58,53,11,0,0,1,0
188,18,15,28,18,25,27,29,20,44,40,21,52,0,0,0,1
177,54,36,75,62,59,68,53,65,72,56,52,10,1,0,0,0
173,57,62,80,60,63,69,72,60,77,73,61,12,0,1,0,0
183,44,53,72,36,48,53,64,42,65,55,48,10,0,0,1,0
177,48,19,72,56,43,58,48,44,67,50,45,10,1,0,0,0
182,52,18,75,61,44,65,62,46,68,63,46,10,1,0,0,0
179,12,10,28,18,25,27,29,13,36,33,20,55,0,0,0,1
180,51,63,52,47,57,55,54,54,58,57,44,11,0,0,1,0
183,61,29,72,62,61,66,60,59,68,63,56,10,0,1,0,0
181,45,61,67,33,46,54,71,39,61,57,49,10,0,0,1,0
178,54,45,71,56,63,69,60,64,71,58,53,11,0,1,0,0
178,48,60,76,48,56,63,69,55,69,63,51,11,0,0,1,0
171,51,68,78,47,57,66,67,53,74,61,57,12,0,0,1,0
191,13,11,28,18,25,27,29,12,31,32,17,53,0,0,0,1
183,66,69,58,72,72,73,72,71,65,74,70,11,0,1,0,0
193,72,24,50,80,63,64,68,66,49,65,65,10,1,0,0,0
175,66,44,79,67,71,80,61,73,77,65,67,9,1,0,0,0
173,49,23,72,57,48,60,44,53,70,53,47,10,0,1,0,0
171,62,35,72,67,70,74,63,68,74,61,65,11,0,1,0,0
184,68,32,85,76,71,81,72,70,81,75,66,10,1,0,0,0
190,9,12,28,18,25,27,29,16,46,40,24,61,0,0,0,1
170,61,59,75,67,69,73,69,68,76,69,68,12,0,1,0,0
182,33,53,55,25,34,37,54,32,52,43,38,11,0,0,1,0
176,62,47,76,62,64,70,62,62,74,64,57,11,1,0,0,0
178,52,67,60,50,56,59,77,52,60,72,56,8,0,1,0,0
185,62,23,77,68,59,68,69,63,71,69,59,11,1,0,0,0
178,54,60,67,53,62,67,79,57,66,71,60,11,0,1,0,0
175,54,32,90,60,58,66,59,61,79,63,54,11,1,0,0,0
177,48,64,66,43,56,57,66,48,64,54,53,10,0,1,0,0
188,36,56,59,29,41,41,58,40,56,54,38,11,0,0,1,0
175,44,54,62,45,43,53,51,41,58,49,43,12,0,0,1,0
181,56,68,70,61,66,66,75,63,68,72,63,11,0,1,0,0
182,12,13,28,18,25,27,29,15,59,46,25,65,0,0,0,1
182,37,51,60,29,40,52,58,39,57,46,41,10,0,0,1,0
184,58,19,68,63,49,68,54,50,70,60,48,11,1,0,0,0
175,49,37,70,47,49,61,55,53,65,49,46,12,0,1,0,0
174,63,28,77,72,75,78,59,74,79,67,59,11,1,0,0,0
181,64,70,63,67,72,77,76,68,69,74,69,12,0,1,0,0
176,51,45,74,53,58,64,40,61,66,48,46,9,0,1,0,0
174,58,60,69,61,67,65,72,66,70,73,64,10,0,1,0,0
170,56,64,82,50,63,67,76,60,75,68,62,11,0,0,1,0
186,55,62,67,53,58,61,65,56,61,64,57,11,0,1,0,0
179,41,55,66,31,57,60,66,48,64,54,53,9,0,0,1,0
186,38,63,57,25,42,48,62,40,58,50,44,11,0,0,1,0
171,57,63,70,62,63,66,67,59,71,66,61,10,0,1,0,0
169,42,18,78,42,48,58,34,47,70,37,37,11,0,1,0,0
189,47,60,39,40,53,46,84,39,41,72,51,12,0,0,1,0
181,46,16,58,52,43,56,53,42,57,55,42,10,1,0,0,0
179,45,35,61,40,56,57,55,50,57,47,50,10,0,1,0,0
178,49,31,84,56,54,66,50,53,77,56,45,11,0,1,0,0
186,73,75,55,71,76,75,78,73,60,76,71,5,0,1,0,0
179,69,35,70,72,73,75,60,71,72,67,60,10,0,1,0,0
165,61,32,82,66,68,75,40,67,80,56,59,11,1,0,0,0
184,57,46,57,61,63,65,59,65,62,60,57,12,0,1,0,0
192,52,81,64,41,57,53,76,47,61,63,58,13,0,0,1,0
185,53,60,76,56,56,62,73,51,66,66,56,12,0,0,1,0
177,73,69,75,76,82,83,73,82,79,72,76,11,0,1,0,0
172,52,63,75,46,59,67,59,57,73,61,55,12,0,0,1,0
182,54,64,74,49,60,64,70,55,65,64,55,10,0,0,1,0
174,40,51,64,38,49,55,56,47,64,54,49,10,0,1,0,0
189,50,57,62,35,49,46,64,41,54,55,42,11,0,0,1,0
178,45,50,61,37,53,56,56,52,58,50,45,10,0,1,0,0
190,65,20,57,76,56,67,70,55,57,70,61,11,1,0,0,0
182,48,63,60,38,53,59,71,56,61,63,45,9,0,0,1,0
184,16,14,28,18,25,27,29,16,46,48,33,73,0,0,0,1
173,67,49,73,69,77,74,66,77,71,69,68,13,0,1,0,0
184,38,65,51,27,43,48,70,38,53,59,46,9,0,0,1,0
169,54,45,86,58,55,61,60,59,73,63,49,10,0,1,0,0
185,37,63,81,25,35,37,73,32,69,55,41,12,0,0,1,0
180,44,55,69,48,52,59,65,49,64,60,55,11,0,1,0,0
187,49,70,69,37,55,62,74,53,62,61,55,9,0,0,1,0
183,57,66,60,58,67,67,80,63,66,73,65,13,0,1,0,0
184,56,60,76,53,57,64,64,53,67,64,55,10,0,0,1,0
178,51,16,90,57,46,64,57,47,80,59,46,8,1,0,0,0
179,44,44,66,38,53,55,51,47,61,48,49,11,0,1,0,0
188,17,15,28,18,25,27,29,19,41,36,26,59,0,0,0,1
184,46,71,68,33,48,57,70,47,61,56,55,11,0,0,1,0
184,64,19,91,64,62,70,55,59,79,64,51,9,0,1,0,0
175,56,57,76,61,69,69,66,69,73,66,62,9,0,1,0,0
178,58,76,70,57,68,74,64,70,72,58,68,10,0,1,0,0
183,53,15,54,59,44,58,67,43,56,65,47,13,1,0,0,0
182,51,65,74,43,59,63,73,55,69,64,60,12,0,0,1,0
183,67,34,79,71,70,81,69,74,77,71,64,9,1,0,0,0
172,60,69,79,60,69,75,69,63,79,66,65,12,0,1,0,0
180,36,50,64,28,40,45,62,34,58,47,42,10,0,0,1,0
185,59,21,82,66,51,67,64,50,76,67,52,12,1,0,0,0
184,55,39,86,58,61,65,64,55,73,63,51,10,0,1,0,0
184,66,27,73,72,58,70,79,60,72,77,63,10,1,0,0,0
188,49,59,53,47,55,56,61,52,55,57,52,12,0,1,0,0
190,35,54,49,24,35,38,62,30,46,48,37,10,0,0,1,0
180,56,24,90,57,50,66,64,44,80,65,48,9,0,1,0,0
195,12,12,28,18,25,27,29,13,36,35,18,58,0,0,0,1
189,55,57,68,54,66,67,73,60,62,62,61,11,0,1,0,0
182,55,78,65,44,65,66,72,59,64,61,63,10,0,0,1,0
186,43,61,68,31,48,50,72,45,67,56,49,10,0,0,1,0
186,52,60,82,47,62,63,68,61,70,59,59,11,0,0,1,0
180,48,44,66,54,55,66,54,56,63,57,53,8,0,1,0,0
184,61,55,73,59,59,66,64,57,69,62,56,12,0,1,0,0
170,61,32,82,70,64,75,57,68,80,68,51,12,1,0,0,0
177,71,49,69,69,75,74,65,74,71,72,68,12,0,1,0,0
177,43,48,79,45,47,52,55,42,66,45,51,9,0,0,1,0
178,41,59,63,29,43,46,55,39,59,48,40,8,0,0,1,0
178,53,62,55,49,62,57,66,61,58,60,59,12,0,0,1,0
187,54,55,75,55,58,63,60,55,69,61,54,11,0,1,0,0
181,62,68,66,67,68,69,70,67,67,71,69,14,0,1,0,0
178,50,56,51,54,57,59,66,56,58,65,55,9,0,1,0,0
173,56,52,62,54,63,70,61,63,65,58,57,12,0,1,0,0
172,61,71,78,60,63,69,75,61,74,71,62,10,0,0,1,0
190,40,59,54,32,45,54,59,46,50,50,43,10,0,0,1,0
181,48,33,63,48,53,63,47,53,62,49,43,11,0,1,0,0
190,53,64,60,57,60,62,72,59,59,66,61,12,0,1,0,0
177,59,55,63,58,67,69,60,65,65,58,59,10,0,1,0,0
180,58,56,66,60,64,66,72,66,64,68,65,12,0,1,0,0
188,61,18,63,70,45,67,62,52,64,65,52,12,1,0,0,0
183,50,30,57,50,59,65,55,58,61,53,49,10,0,1,0,0
170,46,59,87,38,55,66,72,53,80,64,56,10,0,0,1,0
175,56,25,85,61,58,69,60,56,78,62,55,9,0,1,0,0
177,53,62,76,41,62,61,70,58,68,63,57,10,0,0,1,0
185,69,38,76,69,72,73,65,72,72,69,61,10,0,1,0,0
187,54,70,79,47,61,74,71,61,72,62,65,11,0,0,1,0
177,54,30,68,62,64,66,65,58,67,68,54,11,0,1,0,0
175,64,35,73,69,73,77,64,73,75,67,61,12,0,1,0,0
195,14,12,28,18,25,27,29,17,46,38,21,59,0,0,0,1
178,52,47,64,53,60,65,51,59,61,50,52,11,0,1,0,0
176,53,63,62,46,61,62,60,57,64,58,59,9,0,1,0,0
190,55,20,76,55,46,58,60,45,68,58,45,9,1,0,0,0
182,39,49,63,38,41,47,51,41,58,47,41,11,0,0,1,0
183,35,62,69,22,41,45,73,35,60,56,38,11,0,0,1,0
173,49,39,68,52,50,64,37,49,68,45,47,11,1,0,0,0
180,10,13,28,18,25,27,29,17,46,41,27,61,0,0,0,1
189,53,58,71,58,59,62,68,55,65,65,55,10,0,1,0,0
186,66,35,63,74,57,66,78,58,66,75,62,13,1,0,0,0
178,55,35,78,52,60,64,54,55,67,56,43,11,1,0,0,0
195,17,11,28,18,25,27,29,20,51,44,23,64,0,0,0,1
177,56,72,60,49,71,71,73,68,64,63,66,13,0,1,0,0
186,51,67,64,56,57,62,71,58,61,66,59,9,0,1,0,0
172,65,35,94,67,68,79,59,69,87,64,55,10,0,1,0,0
178,67,30,71,67,70,68,55,67,68,65,56,11,0,1,0,0
175,42,61,57,46,54,54,67,51,62,60,54,9,0,1,0,0
181,47,42,69,44,54,60,50,53,66,47,50,10,0,1,0,0
184,43,63,71,30,50,62,68,46,65,57,48,9,0,0,1,0
173,54,60,72,53,60,67,58,56,70,57,49,11,0,1,0,0
178,65,78,86,58,75,78,70,69,79,67,69,11,0,0,1,0
174,71,65,74,66,69,65,64,65,74,70,62,9,0,0,1,0
176,54,61,79,50,61,67,65,59,72,63,57,12,0,0,1,0
188,46,71,40,39,48,43,75,40,51,61,51,14,0,0,1,0
183,58,65,81,48,65,69,70,58,74,63,58,11,0,0,1,0
186,17,16,28,18,25,27,29,17,47,39,24,58,0,0,0,1
185,66,69,63,64,77,77,64,72,69,61,72,11,0,1,0,0
183,69,76,84,66,73,76,79,72,80,77,69,9,0,0,1,0
187,56,88,61,38,65,68,88,61,64,70,65,10,0,0,1,0
177,53,56,66,53,64,69,64,62,69,60,57,11,0,1,0,0
180,56,52,83,61,62,71,61,63,78,67,56,11,1,0,0,0
187,50,79,73,29,61,68,72,54,66,56,58,11,0,0,1,0
185,63,76,66,61,67,65,76,64,65,72,67,9,0,0,1,0
184,17,16,28,18,25,27,29,20,45,38,26,63,0,0,0,1
191,60,36,55,65,53,59,66,54,50,67,51,10,1,0,0,0
168,52,61,65,51,64,70,63,60,74,59,62,10,0,1,0,0
175,58,63,82,62,59,67,72,57,74,70,61,11,0,0,1,0
183,14,15,28,18,25,27,29,20,40,34,24,59,0,0,0,1
175,67,66,87,73,75,80,68,76,82,73,71,13,0,1,0,0
185,57,40,87,62,60,69,67,57,75,65,58,10,1,0,0,0
171,67,69,83,69,69,72,82,67,82,80,69,12,0,1,0,0
176,60,63,82,59,65,73,60,70,77,63,61,9,0,0,1,0
190,44,65,64,31,54,54,62,46,59,54,47,11,0,0,1,0
186,63,24,76,69,58,66,70,60,67,68,56,11,1,0,0,0
175,67,78,77,56,73,75,81,67,77,74,70,11,0,0,1,0
183,46,70,65,41,48,48,77,42,64,65,54,10,0,0,1,0
186,60,76,47,52,60,60,76,51,51,66,61,11,0,0,1,0
182,67,28,80,68,65,68,67,66,74,70,59,12,0,1,0,0
183,53,75,67,49,58,64,74,60,62,63,58,10,0,1,0,0
182,52,30,68,53,50,55,48,47,61,49,44,11,1,0,0,0
175,59,72,72,62,71,71,62,74,71,66,66,10,0,0,1,0
180,51,65,54,43,62,64,57,55,60,56,56,13,0,0,1,0
178,48,66,73,37,51,62,71,48,69,55,55,11,0,0,1,0
183,13,12,28,18,25,27,29,14,34,35,18,49,0,0,0,1
175,61,71,72,59,63,69,63,60,74,69,63,12,0,0,1,0
173,51,59,74,47,59,65,59,55,72,55,53,12,0,0,1,0
180,46,65,81,35,57,66,63,56,74,54,54,10,0,0,1,0
176,55,59,75,54,62,67,65,60,75,62,58,11,0,1,0,0
190,39,67,58,24,42,47,73,36,55,54,47,11,0,0,1,0
170,66,22,37,69,63,67,56,65,54,54,59,13,1,0,0,0
168,51,42,69,49,60,68,48,60,69,52,48,11,0,1,0,0
170,51,23,78,51,58,68,45,55,74,45,43,12,0,1,0,0
180,48,50,67,51,56,57,63,50,63,58,54,13,0,1,0,0
193,40,59,59,31,41,39,72,35,53,57,42,9,0,0,1,0
185,39,57,67,29,41,35,66,32,62,53,44,10,0,0,1,0
171,51,36,67,54,54,60,53,54,68,51,51,9,1,0,0,0
183,50,64,32,55,64,66,75,60,50,68,63,11,0,1,0,0
192,60,81,61,50,63,60,77,55,55,68,63,12,0,0,1,0
182,43,39,69,36,52,57,55,47,64,50,48,11,0,1,0,0
176,44,33,70,43,44,53,48,44,54,46,42,11,0,1,0,0
185,53,29,69,59,49,61,51,48,64,54,46,9,1,0,0,0
171,45,64,62,37,51,62,59,53,64,52,50,9,0,0,1,0
180,67,68,81,72,79,83,69,79,82,73,72,13,0,1,0,0
168,59,32,72,61,62,76,34,60,71,39,52,9,0,1,0,0
193,20,16,28,18,25,27,29,27,56,51,32,71,0,0,0,1
180,41,65,70,38,45,56,71,45,64,62,49,12,0,0,1,0
186,52,63,84,50,59,60,76,56,70,68,60,14,0,0,1,0
175,54,65,82,50,57,62,68,48,73,64,55,13,0,0,1,0
177,52,62,67,40,54,60,57,55,67,60,43,11,0,0,1,0
169,66,24,72,65,66,73,54,56,74,59,49,11,1,0,0,0
171,47,51,76,44,57,64,43,55,69,46,51,10,0,1,0,0
177,41,59,68,34,47,50,59,41,66,51,45,13,0,0,1,0
174,64,33,69,63,73,72,56,72,72,63,66,10,0,1,0,0
178,36,51,60,25,38,44,64,33,58,53,40,12,0,0,1,0
178,48,63,77,38,63,68,66,59,75,54,57,11,0,0,1,0
188,39,50,58,26,44,43,62,37,53,51,37,8,0,0,1,0
179,49,62,62,32,53,45,58,44,62,52,47,10,0,0,1,0
184,48,25,65,55,39,54,65,37,64,61,46,11,1,0,0,0
186,20,20,28,18,25,27,29,20,60,50,28,70,0,0,0,1
180,50,67,60,35,56,63,67,51,62,57,54,10,0,0,1,0
186,48,59,59,45,54,56,79,49,57,70,55,11,0,1,0,0
180,68,32,92,77,70,82,71,69,84,77,60,13,0,1,0,0
183,54,30,70,54,57,64,57,57,64,58,44,12,0,1,0,0
188,56,32,68,64,50,67,67,51,65,64,51,11,1,0,0,0
178,17,11,28,18,25,27,29,22,52,46,29,67,0,0,0,1
183,61,58,79,65,64,69,65,64,73,67,53,10,0,1,0,0
191,41,66,30,32,38,33,70,35,35,49,50,9,0,0,1,0
182,60,71,81,57,65,75,72,68,71,69,57,11,0,0,1,0
181,46,68,69,33,53,58,76,45,65,60,55,12,0,0,1,0
183,66,43,73,72,61,77,79,63,71,73,66,11,1,0,0,0
181,52,58,63,55,62,64,67,59,65,66,57,10,0,1,0,0
180,44,50,71,47,54,59,68,50,67,63,50,10,0,1,0,0
177,48,56,76,48,54,62,63,56,73,63,53,11,0,0,1,0
196,12,13,28,18,25,27,29,15,43,35,19,56,0,0,0,1
182,37,66,67,25,39,48,56,36,61,47,44,12,0,0,1,0
173,60,41,92,65,61,73,52,59,87,57,61,10,1,0,0,0
185,51,70,73,41,55,60,69,55,70,63,57,11,0,0,1,0
190,12,12,28,18,25,27,29,16,36,27,24,54,0,0,0,1
176,63,30,80,67,62,69,67,61,75,68,51,12,0,1,0,0
182,55,60,73,47,61,65,71,52,67,59,60,11,0,1,0,0
166,63,64,84,60,63,70,63,57,76,62,55,10,0,0,1,0
185,51,53,71,50,55,63,61,53,64,56,54,10,0,1,0,0
190,49,67,69,36,45,48,69,43,56,55,48,11,0,0,1,0
190,17,14,28,18,25,27,29,16,45,40,30,63,0,0,0,1
182,57,18,69,65,49,62,61,50,63,63,43,11,1,0,0,0
188,50,77,66,41,55,59,78,55,60,63,56,9,0,0,1,0
170,56,36,89,61,63,75,57,66,83,69,48,12,1,0,0,0
179,9,11,28,18,25,27,29,14,35,34,14,50,0,0,0,1
184,47,48,73,45,48,56,60,50,65,56,50,11,0,1,0,0
184,49,59,68,43,54,61,68,48,67,62,54,12,0,0,1,0
180,52,49,67,51,54,58,52,53,65,52,50,10,0,1,0,0
183,66,30,68,73,63,65,68,52,65,67,55,11,1,0,0,0
177,47,64,64,36,50,50,77,42,64,64,52,8,0,0,1,0
184,26,51,58,22,27,34,61,27,52,48,38,12,0,0,1,0
173,46,57,74,38,53,57,67,50,66,57,51,12,0,0,1,0
181,59,46,54,58,64,61,61,62,58,61,58,11,0,1,0,0
178,56,51,72,58,64,68,48,65,71,54,57,9,0,1,0,0
188,50,68,68,53,53,57,80,56,62,75,60,8,0,0,1,0
170,65,32,76,68,68,72,53,65,78,64,54,12,0,1,0,0
180,62,52,74,63,70,74,60,72,73,64,62,10,0,1,0,0
182,45,52,61,41,49,50,59,46,60,54,47,11,0,0,1,0
188,49,66,74,40,51,58,71,46,65,58,52,9,0,0,1,0
180,52,37,77,60,57,67,53,60,73,60,50,12,0,1,0,0
170,36,49,65,28,36,46,49,34,62,42,40,11,0,0,1,0
186,64,66,71,67,70,72,74,71,66,71,72,11,0,1,0,0
175,57,26,85,58,62,69,51,61,75,54,43,10,0,1,0,0
187,19,14,28,18,25,27,29,19,50,47,26,63,0,0,0,1
177,58,19,80,67,60,74,57,59,78,67,49,10,0,1,0,0
178,74,40,67,76,75,78,64,74,71,68,65,12,1,0,0,0
190,31,53,63,28,28,33,65,28,53,52,40,10,0,0,1,0
173,46,62,75,39,51,62,63,46,72,58,46,11,0,0,1,0
188,47,73,52,31,53,59,72,46,59,60,55,12,0,0,1,0
188,15,17,28,18,25,27,29,21,51,51,34,73,0,0,0,1
168,51,39,78,60,61,64,47,62,75,51,58,10,0,1,0,0
180,10,12,28,18,25,27,29,11,35,34,16,50,0,0,0,1
182,59,34,83,62,51,59,67,43,71,67,51,10,1,0,0,0
180,46,52,61,48,60,64,66,56,64,61,57,10,0,1,0,0
178,41,38,68,40,48,52,48,45,64,49,47,11,0,1,0,0
187,54,74,56,37,55,55,80,46,59,64,55,11,0,0,1,0
165,44,56,68,38,53,59,50,51,67,48,51,11,0,1,0,0
168,53,63,61,51,65,70,63,63,68,61,61,13,0,1,0,0
188,12,13,28,18,25,27,29,19,44,48,22,65,0,0,0,1
188,45,73,60,37,52,55,77,45,59,61,60,10,0,0,1,0
183,40,58,66,27,42,49,61,36,61,50,44,10,0,0,1,0
185,50,64,61,35,57,46,78,43,61,62,56,11,0,0,1,0
173,48,37,68,44,58,59,54,57,66,48,51,11,1,0,0,0
184,44,67,56,32,48,50,64,45,55,55,48,10,0,0,1,0
175,40,43,68,44,48,56,58,46,68,57,47,11,0,1,0,0
175,55,63,67,52,63,62,61,63,69,65,61,11,0,0,1,0
167,55,65,67,56,61,65,68,60,67,66,62,10,0,1,0,0
184,74,33,54,78,72,79,49,76,63,62,64,11,1,0,0,0
186,54,15,62,62,42,59,60,43,56,61,46,10,1,0,0,0
169,49,59,64,42,50,61,51,48,62,48,53,9,0,0,1,0
182,74,80,85,71,83,84,72,80,82,75,74,12,0,0,1,0
188,57,30,66,57,53,61,69,50,64,67,48,12,1,0,0,0
173,56,50,72,62,66,71,54,70,71,56,57,10,0,1,0,0
174,57,55,72,59,64,70,58,65,73,60,63,10,0,1,0,0
177,53,39,70,53,61,61,57,58,62,56,51,10,0,1,0,0
176,34,44,66,29,35,46,54,35,62,46,38,12,0,0,1,0
184,52,66,55,49,64,68,74,59,59,65,62,9,0,1,0,0
175,62,32,73,66,61,64,56,57,68,61,49,10,0,1,0,0
175,51,53,67,52,58,60,47,48,64,52,51,10,0,1,0,0
195,81,30,65,87,78,79,77,78,67,78,75,12,1,0,0,0
180,53,30,80,55,56,64,41,56,64,44,47,11,1,0,0,0
175,62,45,73,60,71,75,53,72,73,58,59,11,0,1,0,0
173,67,41,44,70,74,70,55,74,57,58,66,12,0,1,0,0
179,33,48,59,26,34,50,51,36,58,43,42,10,0,0,1,0
180,56,28,69,65,48,63,65,50,68,68,53,12,1,0,0,0
194,14,17,28,18,25,27,29,17,39,37,21,65,0,0,0,1
174,60,73,75,61,70,74,77,69,76,68,70,12,0,1,0,0
188,40,64,53,29,38,54,73,40,55,59,43,12,0,0,1,0
171,54,64,75,60,61,66,67,59,71,68,58,11,0,0,1,0
181,69,74,77,64,76,77,70,71,74,70,71,12,0,0,1,0
180,41,49,54,39,46,48,60,42,55,57,42,10,0,1,0,0
172,55,61,86,58,61,67,55,55,81,64,59,11,0,0,1,0
188,47,63,62,32,59,60,73,53,59,57,56,10,0,0,1,0
180,51,56,77,52,58,64,67,56,71,63,53,9,0,1,0,0
182,50,70,71,34,61,66,64,58,62,52,55,10,0,0,1,0
178,51,50,82,52,58,65,59,53,74,57,52,10,0,1,0,0
170,62,43,86,60,68,74,66,68,82,65,58,10,0,1,0,0
188,58,62,42,55,71,61,82,65,50,74,65,11,0,1,0,0
167,51,33,82,54,59,75,53,54,79,51,49,9,0,1,0,0
180,40,58,72,30,54,59,60,49,66,53,49,11,0,1,0,0
179,59,61,64,59,61,64,67,60,64,62,65,9,0,0,1,0
185,19,15,28,18,25,27,29,15,33,40,19,58,0,0,0,1
190,17,10,28,18,25,27,29,17,37,37,21,47,0,0,0,1
184,68,71,68,74,72,71,74,71,66,75,70,10,0,1,0,0
183,50,75,70,32,53,57,80,48,66,62,54,11,0,0,1,0
182,55,63,85,59,59,69,61,61,76,59,61,11,0,1,0,0
172,48,50,66,48,53,57,56,49,65,56,51,13,0,1,0,0
175,66,33,92,71,65,80,54,67,85,68,56,10,0,1,0,0
178,62,66,77,66,67,72,71,66,75,71,65,11,0,0,1,0
183,51,61,68,40,63,65,61,59,67,53,54,11,0,0,1,0
184,69,70,80,68,74,74,79,72,77,74,71,9,0,0,1,0
184,47,64,47,37,53,52,78,44,55,62,53,10,0,0,1,0
180,38,55,64,26,44,50,52,43,60,43,40,10,0,0,1,0
186,14,17,28,18,25,27,29,20,42,37,26,62,0,0,0,1
180,69,28,72,65,76,76,63,76,72,64,62,10,0,1,0,0
183,51,22,80,56,48,58,58,49,68,60,45,9,1,0,0,0
185,69,32,60,73,65,68,81,60,64,76,69,10,1,0,0,0
173,45,29,69,42,56,60,50,54,66,50,45,10,0,1,0,0
183,67,23,82,71,60,69,71,60,72,75,58,13,1,0,0,0
174,40,52,73,31,45,50,52,39,70,46,44,12,0,0,1,0
187,13,10,28,18,25,27,29,16,33,35,20,50,0,0,0,1
178,70,65,67,78,79,76,72,79,70,74,75,11,0,1,0,0
179,47,26,81,52,50,61,44,48,72,48,42,11,0,1,0,0
180,61,26,80,65,52,68,60,55,73,59,55,10,1,0,0,0
186,20,17,28,18,25,27,29,18,47,41,21,57,0,0,0,1
185,64,43,77,68,64,75,65,67,74,65,62,10,1,0,0,0
178,64,68,78,61,64,65,69,56,69,70,59,11,0,0,1,0
173,63,43,83,69,75,78,68,73,79,67,59,11,0,1,0,0
170,58,44,65,67,57,63,65,58,63,67,53,14,1,0,0,0
190,36,53,58,25,36,36,69,33,52,51,40,11,0,0,1,0
183,55,18,78,62,51,70,53,53,76,57,50,13,1,0,0,0
172,63,29,71,66,70,73,46,68,72,53,54,10,0,1,0,0
178,62,34,64,60,70,69,61,68,66,62,60,11,0,1,0,0
192,52,61,63,51,58,62,75,53,63,67,58,12,0,0,1,0
178,12,12,28,18,25,27,29,13,35,37,17,51,0,0,0,1
190,47,65,63,35,51,59,78,48,55,58,52,10,0,0,1,0
181,55,59,68,55,58,60,70,58,68,67,54,11,0,0,1,0
182,46,21,81,53,46,57,62,47,67,65,40,9,1,0,0,0
184,48,65,58,45,61,64,71,62,63,60,61,11,0,1,0,0
193,58,40,75,65,50,65,78,55,68,71,58,10,1,0,0,0
180,50,58,65,49,56,61,68,51,65,63,57,9,0,1,0,0
189,79,79,81,82,82,84,86,81,79,85,79,11,0,1,0,0
180,45,54,71,38,55,62,60,51,64,57,47,10,0,0,1,0
188,51,77,58,35,51,56,79,44,60,62,52,12,0,0,1,0
183,59,22,82,67,55,68,65,61,76,69,57,10,1,0,0,0
191,44,70,60,34,43,44,80,40,55,60,52,12,0,0,1,0
193,57,14,69,64,49,67,67,58,65,65,46,11,1,0,0,0
175,58,48,85,62,59,71,65,61,79,64,58,9,0,1,0,0
184,68,34,76,78,59,72,73,59,70,76,58,11,1,0,0,0
185,49,53,57,59,40,55,65,44,55,60,56,10,1,0,0,0
180,56,33,82,62,56,65,67,60,72,65,49,10,0,1,0,0
176,41,64,58,34,51,52,66,46,61,52,50,10,0,1,0,0
178,65,20,80,68,60,71,66,57,75,68,57,10,1,0,0,0
177,50,53,67,49,58,64,60,57,65,58,50,11,0,1,0,0
170,43,16,79,51,43,58,42,45,73,47,41,10,1,0,0,0
192,62,71,73,57,62,66,72,59,65,66,64,11,0,0,1,0
170,63,42,94,67,73,85,53,69,90,60,61,10,1,0,0,0
180,57,20,85,62,50,66,54,46,77,57,52,10,1,0,0,0
173,54,31,84,60,61,71,45,58,79,58,51,10,0,1,0,0
170,67,23,78,69,65,69,64,60,75,66,54,11,1,0,0,0
180,63,69,56,62,68,69,77,67,64,72,67,11,0,1,0,0
190,50,71,46,48,53,58,77,56,52,65,56,6,0,0,1,0
176,47,55,82,39,51,54,58,49,72,51,50,12,0,0,1,0
