,potential,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,attacking_work_rate,defending_work_rate,overall
5366,82,21,180,68,1.0,4,2,1,77.0,35.0,61.0,68.0,69.0,70.0,63,26,67,71,33,67,53,27,64,70,74,79,69,67,72,53,73,68,72,30,66,69,45,49,48,66,69,70,71,8,14,5,7,9,3,3,70
13654,62,29,183,75,1.0,3,2,1,63.0,34.0,53.0,57.0,59.0,65.0,40,30,48,63,32,55,40,35,55,62,62,63,58,63,60,44,61,65,67,31,60,59,40,53,41,42,62,60,57,8,11,5,6,12,3,5,62
3444,72,27,188,81,1.0,4,3,1,71.0,73.0,55.0,67.0,34.0,76.0,47,77,72,63,70,66,51,38,42,69,67,74,64,72,55,69,71,78,77,71,71,28,76,63,64,68,32,31,20,16,7,12,7,10,3,5,72
7699,67,32,179,79,2.0,3,3,1,79.0,64.0,54.0,67.0,28.0,63.0,50,68,61,58,64,63,68,30,47,66,77,80,75,69,81,65,83,69,66,52,45,18,71,59,73,68,36,19,16,13,14,14,16,12,3,1,67
8716,66,27,175,72,1.0,4,3,1,61.0,67.0,64.0,68.0,26.0,60.0,64,65,45,64,64,66,71,60,55,67,65,58,80,63,75,70,47,69,57,71,58,26,64,69,68,64,30,19,14,6,4,8,5,3,5,3,66
14059,65,26,179,79,1.0,3,2,1,49.0,35.0,51.0,48.0,64.0,70.0,49,35,53,55,29,41,39,33,57,55,49,49,44,55,66,42,66,67,74,27,64,71,41,51,41,42,68,60,57,10,10,11,9,14,3,5,62
5602,69,33,186,80,2.0,3,2,1,57.0,43.0,67.0,68.0,70.0,69.0,61,40,69,72,51,66,65,52,69,70,54,59,66,59,65,48,72,67,72,40,62,71,40,67,49,80,69,71,68,15,14,15,8,10,3,3,69
8315,79,22,177,66,1.0,3,3,1,63.0,65.0,70.0,69.0,56.0,39.0,70,64,51,68,53,71,73,75,64,68,64,63,69,66,68,68,43,34,38,70,48,53,62,74,63,67,59,56,57,10,9,12,12,11,3,3,67
10838,65,30,179,72,1.0,4,3,1,67.0,28.0,54.0,52.0,62.0,64.0,69,21,53,64,31,49,63,62,29,55,64,70,58,62,48,40,69,66,70,29,46,67,41,38,21,46,58,67,60,7,14,13,13,10,5,3,65
4099,72,26,173,70,1.0,4,3,1,74.0,68.0,66.0,76.0,33.0,60.0,68,70,55,71,69,75,65,63,59,76,78,70,85,71,82,65,65,77,59,70,38,28,69,61,61,64,29,34,27,14,9,8,10,12,3,1,71
13787,62,29,185,80,3.0,4,3,1,82.0,59.0,54.0,64.0,26.0,71.0,52,57,53,58,59,62,49,27,51,60,80,83,78,59,79,64,79,67,82,60,45,20,58,59,56,60,24,24,21,9,12,8,6,9,3,3,62
1167,76,34,180,78,1.0,3,3,2,70.0,51.0,63.0,69.0,77.0,75.0,66,37,75,66,65,66,68,41,64,68,68,71,72,70,76,69,91,72,74,59,78,78,50,58,50,78,76,78,78,2,3,4,2,4,3,5,76
11790,68,25,168,64,1.0,3,2,1,84.0,48.0,64.0,69.0,56.0,59.0,61,48,43,68,50,66,61,41,67,69,88,81,82,60,84,49,75,75,50,43,55,59,60,62,50,61,51,64,53,5,7,7,7,13,5,3,64
14804,74,20,174,68,1.0,3,3,1,72.0,49.0,60.0,66.0,54.0,55.0,53,43,52,64,52,66,52,53,64,64,75,69,70,56,72,63,57,62,55,44,46,55,54,62,57,65,49,58,55,13,14,15,12,8,3,3,61
7839,67,30,186,82,2.0,3,3,1,70.0,65.0,65.0,68.0,63.0,75.0,62,65,66,68,59,68,63,50,63,67,68,72,73,65,68,70,72,74,80,62,65,64,66,69,56,65,59,65,64,10,8,15,7,7,3,3,67
17477,66,22,173,63,4.0,3,3,1,72.0,57.0,48.0,60.0,26.0,44.0,38,61,51,54,42,58,52,58,42,57,73,71,71,54,81,57,62,56,40,51,35,22,60,49,61,58,23,25,20,7,14,5,11,10,3,3,56
17793,71,18,172,77,1.0,3,2,1,82.0,51.0,46.0,56.0,23.0,58.0,52,55,39,49,36,60,37,30,41,49,80,84,65,36,74,55,48,57,70,46,30,16,55,44,30,47,20,25,25,12,6,14,10,6,5,1,56
6650,69,27,180,77,2.0,2,3,1,77.0,49.0,57.0,64.0,63.0,67.0,64,47,53,62,45,65,33,45,55,64,77,77,63,64,71,55,74,76,64,49,59,64,49,50,51,55,65,63,62,6,9,14,13,12,5,3,68
8629,67,28,173,65,1.0,3,3,1,81.0,67.0,58.0,68.0,25.0,57.0,61,67,63,63,67,67,43,48,46,64,83,80,83,61,75,72,82,56,63,63,38,16,70,63,66,71,18,26,23,14,12,11,9,9,3,3,67
13471,62,28,173,70,4.0,3,3,1,74.0,53.0,62.0,67.0,53.0,67.0,58,52,47,65,47,64,48,60,62,66,75,73,80,56,80,58,84,78,62,57,61,54,44,64,49,64,54,54,53,15,10,10,16,6,5,5,62
7277,76,22,183,69,1.0,3,3,1,86.0,61.0,57.0,71.0,54.0,64.0,60,64,60,64,50,73,49,25,45,68,87,86,79,62,64,66,71,69,62,55,59,46,63,60,55,62,50,62,50,13,9,7,8,7,5,3,68
1502,75,31,186,90,1.0,3,3,2,63.0,74.0,59.0,70.0,30.0,80.0,53,75,80,70,67,71,58,48,42,76,55,70,53,70,46,81,73,64,92,67,73,21,79,62,66,74,29,25,20,7,7,7,5,8,5,3,75
18193,59,25,179,73,1.0,2,2,1,71.0,26.0,42.0,45.0,50.0,64.0,46,19,52,49,26,42,38,21,47,40,70,71,66,47,65,36,79,64,67,25,54,47,34,30,35,43,48,54,51,10,9,11,6,6,5,3,54
5288,78,22,176,67,1.0,4,4,1,83.0,63.0,62.0,74.0,27.0,56.0,67,65,41,64,66,74,67,34,58,72,87,80,90,66,78,68,52,66,48,58,65,23,67,62,44,65,31,23,17,7,13,10,10,13,3,3,70
17212,68,22,191,83,1.0,3,2,1,66.0,34.0,37.0,40.0,55.0,73.0,29,30,56,45,26,40,32,32,35,38,67,66,47,51,33,46,71,67,81,29,59,54,41,34,42,43,52,57,56,14,6,6,7,5,3,5,57
4497,76,24,166,67,1.0,3,4,1,82.0,64.0,68.0,77.0,30.0,55.0,62,66,38,72,59,75,70,62,65,75,83,81,93,68,92,70,32,74,56,57,35,33,66,72,51,77,20,37,29,6,12,8,12,13,5,3,71
15275,64,26,185,76,4.0,2,2,1,44.0,29.0,45.0,43.0,61.0,63.0,43,21,61,57,34,38,32,27,46,41,49,40,53,56,61,45,64,50,72,25,55,60,26,31,42,57,62,62,61,13,8,8,14,9,3,3,60
11092,64,33,170,65,1.0,3,3,1,72.0,62.0,63.0,71.0,53.0,60.0,59,63,62,65,55,67,69,62,62,70,71,73,89,63,87,61,85,79,43,64,73,50,62,64,64,67,58,53,32,12,13,16,16,16,5,3,64
4650,70,31,180,75,2.0,3,2,1,69.0,70.0,69.0,69.0,67.0,74.0,67,66,59,70,65,68,72,70,68,69,72,67,73,66,62,75,64,80,71,73,77,70,69,68,71,72,65,68,67,12,7,16,9,14,5,5,70
18937,60,20,195,90,1.0,2,2,1,35.0,21.0,30.0,27.0,52.0,63.0,19,17,54,37,22,21,22,23,33,30,29,39,30,40,31,30,62,63,72,19,43,51,21,28,34,34,51,53,51,10,6,12,6,9,1,3,51
6890,68,30,183,75,1.0,3,2,1,52.0,27.0,47.0,52.0,68.0,77.0,28,19,70,63,25,43,29,23,67,60,51,53,50,51,75,48,90,85,77,22,66,66,26,31,39,59,69,69,65,15,7,11,11,15,3,3,68
12454,66,26,181,70,1.0,3,3,1,61.0,48.0,61.0,64.0,64.0,54.0,70,47,54,61,42,63,67,47,57,66,60,61,64,60,67,48,60,35,62,51,55,62,47,57,52,57,66,66,61,12,12,12,7,9,3,3,63
8752,66,30,192,83,1.0,3,2,1,37.0,46.0,58.0,55.0,64.0,78.0,63,40,67,62,38,52,51,61,57,63,39,35,50,69,33,58,56,68,87,49,73,65,48,50,42,55,64,63,62,10,13,11,16,11,1,3,66
4225,71,30,179,70,1.0,4,4,1,82.0,74.0,66.0,72.0,31.0,67.0,62,79,52,70,63,70,52,55,71,71,83,81,84,67,82,73,60,85,70,69,37,34,69,66,73,61,31,24,23,7,9,15,8,12,5,3,71
16844,66,22,179,76,1.0,3,2,1,60.0,29.0,38.0,41.0,59.0,62.0,28,28,58,55,28,31,23,25,30,49,56,64,45,55,65,39,74,62,65,20,52,60,20,29,35,39,60,58,54,13,11,5,8,14,1,3,58
2019,74,30,187,77,1.0,3,3,2,66.0,57.0,70.0,72.0,73.0,67.0,74,46,65,74,57,73,74,43,69,73,61,70,68,76,57,71,73,63,67,68,70,74,63,64,57,76,76,71,74,15,10,15,14,8,3,3,74
5848,73,25,183,75,2.0,3,3,1,74.0,69.0,56.0,67.0,37.0,65.0,46,72,70,66,66,66,60,53,50,68,76,72,73,68,64,69,73,69,66,64,57,32,70,55,68,65,37,33,30,9,13,9,8,14,5,3,69
13424,62,31,175,73,3.0,4,2,1,73.0,43.0,60.0,61.0,60.0,66.0,60,41,56,65,43,59,57,43,60,59,74,73,71,58,69,50,60,68,67,41,61,61,46,55,40,57,52,66,68,12,16,6,12,10,5,3,62
1380,78,23,183,75,1.0,3,3,2,62.0,54.0,71.0,76.0,72.0,71.0,62,48,59,77,46,75,60,37,72,78,63,61,75,75,69,66,54,74,68,56,80,74,54,78,52,78,73,74,72,11,14,5,11,11,3,5,76
12634,67,23,171,68,1.0,3,3,1,74.0,56.0,59.0,64.0,42.0,48.0,56,57,54,65,59,62,59,38,57,65,76,72,73,58,76,60,63,45,44,53,57,45,63,58,42,53,41,38,42,13,14,15,11,14,5,3,63
7172,76,24,176,69,2.0,3,2,1,61.0,55.0,61.0,63.0,67.0,66.0,45,57,63,71,41,59,50,44,68,66,65,57,64,62,76,56,76,71,64,56,61,65,55,63,48,63,66,71,68,11,7,11,7,5,3,3,68
8499,74,21,186,76,1.0,3,2,1,66.0,33.0,48.0,54.0,67.0,64.0,20,40,70,62,26,47,29,24,58,59,67,66,58,70,61,35,72,63,63,16,68,68,40,57,30,61,60,71,72,6,13,14,12,8,3,3,67
18237,74,18,167,59,1.0,2,2,1,77.0,53.0,45.0,61.0,18.0,41.0,38,55,41,49,44,58,40,31,40,57,80,74,81,49,88,56,59,59,32,46,37,18,54,53,54,48,17,12,11,12,15,8,13,5,3,3,54
4538,76,26,177,75,2.0,3,2,1,63.0,62.0,65.0,68.0,66.0,72.0,59,65,46,73,30,66,38,43,67,71,65,62,61,66,82,65,64,85,68,67,69,67,62,67,38,71,69,69,67,10,13,13,10,9,5,3,71
13660,63,28,190,80,1.0,2,2,1,49.0,51.0,53.0,57.0,60.0,78.0,41,52,62,60,42,56,33,37,62,54,42,54,58,60,72,53,61,82,84,51,63,61,48,54,42,59,55,62,61,7,12,6,6,13,3,3,62
11534,71,23,183,68,1.0,3,2,1,63.0,52.0,60.0,64.0,57.0,65.0,35,48,38,68,42,60,59,61,68,67,64,62,72,59,63,61,56,74,62,54,63,62,53,63,47,69,64,55,50,15,9,14,10,10,3,3,64
15869,70,20,174,65,1.0,2,3,1,79.0,39.0,47.0,57.0,51.0,60.0,53,41,48,50,29,58,42,29,43,54,77,81,62,47,74,38,57,72,56,33,55,52,52,46,40,42,44,55,62,6,5,9,6,7,5,3,60
17439,56,29,170,70,1.0,3,3,1,72.0,54.0,54.0,60.0,28.0,61.0,56,51,49,53,52,58,58,60,51,57,70,74,72,56,79,58,75,69,57,54,57,21,57,53,63,54,33,23,22,8,9,8,10,9,5,1,56
15680,78,18,178,64,1.0,3,2,1,72.0,51.0,54.0,67.0,29.0,40.0,60,54,38,57,51,68,60,44,39,69,73,71,75,45,71,49,45,38,43,47,36,26,49,53,54,51,25,31,32,8,13,8,9,11,3,3,60
12095,85,18,186,72,1.0,4,2,1,76.0,64.0,47.0,61.0,24.0,66.0,42,66,66,50,62,60,55,37,43,62,74,78,72,56,62,69,60,60,70,57,64,17,60,52,60,53,19,21,15,8,9,10,11,10,5,3,64
5768,73,25,188,78,1.0,2,3,1,73.0,69.0,44.0,67.0,29.0,69.0,23,71,74,59,53,68,44,23,38,65,67,77,75,67,56,75,71,63,73,66,65,22,68,49,52,62,17,32,23,14,8,12,8,8,3,1,69
3829,71,39,189,80,1.0,3,3,1,33.0,73.0,61.0,63.0,36.0,61.0,58,76,81,69,77,63,73,52,42,75,31,35,30,77,28,76,32,30,77,60,66,35,80,63,75,76,35,25,31,13,6,8,6,8,3,3,71
4000,71,28,172,76,2.0,3,4,1,83.0,65.0,62.0,73.0,34.0,69.0,64,63,50,65,60,73,51,52,49,71,86,80,81,65,85,74,45,72,71,63,68,17,73,68,50,64,40,38,17,14,13,10,11,11,5,3,71
3016,80,22,177,75,1.0,3,3,1,88.0,58.0,67.0,76.0,63.0,77.0,74,55,57,69,49,76,67,45,59,73,87,88,83,65,82,69,75,88,71,54,79,64,71,66,48,75,58,67,66,8,7,14,11,11,5,3,73
1142,76,38,180,79,1.0,3,2,2,63.0,59.0,70.0,69.0,75.0,76.0,68,51,73,75,49,68,65,55,69,70,61,65,67,70,62,74,80,64,77,60,87,74,68,67,59,75,75,77,75,8,12,11,7,11,5,5,76
14525,64,25,180,73,1.0,2,2,1,70.0,36.0,43.0,57.0,58.0,64.0,57,36,48,42,35,54,37,41,30,55,70,70,74,58,65,35,68,68,65,29,56,60,48,42,48,43,62,58,55,16,11,7,7,6,3,3,61
6544,68,29,180,77,2.0,4,3,1,77.0,65.0,68.0,70.0,63.0,79.0,66,59,60,68,69,70,76,69,68,69,75,79,76,63,72,78,71,81,81,64,74,63,61,67,71,64,57,68,65,15,8,14,16,15,3,3,68
12665,70,23,180,65,4.0,2,2,1,71.0,32.0,47.0,55.0,59.0,61.0,54,29,49,52,24,55,38,34,42,53,74,68,64,58,56,35,57,82,56,30,48,56,57,40,36,53,61,61,60,8,6,12,9,9,3,5,63
17365,71,19,188,76,3.0,3,2,1,58.0,26.0,37.0,37.0,58.0,59.0,29,19,61,44,22,29,31,32,42,37,57,58,56,50,55,38,72,38,70,26,52,54,26,33,35,45,55,63,58,11,10,6,14,6,3,3,57
7405,68,29,182,70,1.0,4,3,1,74.0,49.0,60.0,64.0,64.0,70.0,65,51,62,63,29,65,56,27,62,66,77,72,63,55,61,48,73,85,66,51,59,65,55,55,35,62,62,66,64,8,9,12,6,10,5,3,68
14989,62,29,187,80,1.0,3,2,1,57.0,22.0,45.0,43.0,60.0,69.0,24,16,64,63,21,28,28,20,64,56,58,57,61,52,54,35,70,68,73,18,61,58,32,33,34,50,58,62,58,11,15,11,13,8,3,3,61
8331,76,19,184,77,1.0,3,3,1,64.0,65.0,65.0,67.0,20.0,59.0,65,68,52,70,55,68,54,51,64,71,60,68,62,60,64,58,69,65,66,65,32,14,67,64,64,62,18,16,18,6,10,6,12,8,3,3,67
6318,79,20,175,70,2.0,3,3,1,73.0,55.0,68.0,73.0,37.0,46.0,62,60,34,72,52,72,61,47,65,71,75,71,91,60,85,45,61,63,39,53,36,39,61,74,46,64,40,33,37,10,9,11,12,10,3,3,69
17482,65,22,175,70,4.0,2,3,1,83.0,44.0,48.0,57.0,39.0,50.0,55,44,39,49,44,57,44,34,41,55,82,83,65,46,70,52,55,61,50,38,35,32,43,49,45,47,36,46,40,14,13,6,11,7,3,3,56
12488,63,28,182,80,1.0,3,2,1,69.0,61.0,53.0,60.0,36.0,74.0,44,64,66,61,55,61,54,67,56,58,69,69,65,59,58,62,81,64,73,59,86,36,61,44,48,57,33,28,35,7,7,10,10,7,3,3,63
18191,55,28,180,70,1.0,3,2,1,59.0,26.0,35.0,40.0,53.0,63.0,29,18,50,45,29,33,27,24,42,40,60,59,52,45,65,40,77,58,67,25,54,49,29,25,30,40,54,55,54,7,8,13,12,12,3,3,54
9559,72,23,180,77,1.0,3,2,1,65.0,60.0,58.0,64.0,65.0,67.0,55,58,52,67,36,65,30,38,64,65,65,65,62,65,62,69,73,75,66,70,58,65,58,52,36,61,66,68,64,14,6,7,9,7,3,3,66
16000,59,28,173,67,1.0,3,2,1,70.0,38.0,53.0,64.0,58.0,70.0,42,32,46,58,32,62,43,33,53,60,55,82,76,60,80,49,86,76,67,37,64,59,59,63,32,62,57,62,61,14,16,8,13,9,3,3,59
13511,65,26,186,75,3.0,3,2,1,61.0,49.0,56.0,61.0,59.0,66.0,59,42,58,60,52,61,51,44,48,60,64,58,66,61,66,53,64,68,66,58,66,62,53,54,58,55,58,59,58,10,14,11,11,8,3,3,62
16735,64,23,178,73,1.0,3,2,1,78.0,59.0,49.0,63.0,27.0,56.0,52,56,51,52,53,63,51,43,39,61,74,82,78,50,68,68,76,32,69,59,48,19,53,50,56,55,26,26,22,12,11,11,9,9,3,3,58
8433,72,25,174,75,1.0,2,2,1,74.0,55.0,57.0,66.0,59.0,65.0,40,59,57,69,25,59,32,35,65,74,70,78,75,62,76,44,65,79,60,64,58,70,70,61,39,49,43,69,58,12,10,11,8,7,5,3,67
16853,68,20,176,66,1.0,2,2,1,61.0,32.0,42.0,55.0,57.0,51.0,52,31,53,40,35,62,41,37,35,46,64,58,49,53,76,29,63,63,42,31,55,58,46,40,47,39,50,64,63,12,13,6,14,10,3,3,58
2614,73,31,182,74,1.0,2,2,1,68.0,26.0,53.0,54.0,74.0,67.0,37,24,70,68,28,44,27,27,70,61,65,70,56,70,68,35,86,56,69,22,72,72,20,43,35,66,74,78,74,6,16,6,10,8,3,3,73
13303,63,32,175,74,1.0,3,3,1,66.0,62.0,59.0,65.0,29.0,51.0,58,65,36,61,55,67,67,49,55,62,64,67,68,63,70,63,48,51,59,52,32,24,62,58,68,61,26,31,31,7,12,10,5,12,5,5,63
147,83,32,186,81,1.3565146006801923,3,2,3,58.0,55.0,70.0,67.0,86.0,77.0,64,45,81,77,38,62,63,59,81,75,55,60,54,85,62,78,81,76,77,58,79,85,52,62,58,86,87,87,84,16,6,14,16,14,3,3,83
4933,70,29,179,75,1.0,3,4,1,83.0,63.0,64.0,72.0,36.0,64.0,63,57,58,66,65,73,63,51,63,68,85,82,79,68,68,71,66,70,59,68,70,34,67,68,68,71,56,17,18,10,12,10,14,8,3,3,70
17750,66,18,183,70,2.0,3,2,1,71.0,55.0,44.0,61.0,29.0,45.0,55,60,46,42,40,59,40,42,40,67,71,71,65,36,65,68,50,55,45,35,31,20,55,42,53,50,25,30,35,8,7,11,8,13,3,3,56
17235,73,18,173,70,1.0,3,2,1,67.0,47.0,57.0,58.0,46.0,57.0,53,44,47,62,39,54,49,42,58,58,68,67,74,54,79,57,60,68,48,43,63,49,53,57,45,48,41,50,43,11,11,12,6,6,3,3,57
14633,72,22,176,65,4.0,3,2,1,64.0,53.0,56.0,58.0,58.0,64.0,49,51,47,61,46,55,48,49,59,59,65,64,57,56,76,55,57,69,62,57,62,57,50,58,50,55,59,60,58,12,10,13,15,11,3,3,61
11820,67,25,186,83,1.0,3,2,1,54.0,62.0,43.0,59.0,26.0,85.0,32,64,69,53,54,61,39,27,34,63,56,53,50,63,52,65,83,82,88,53,80,42,66,48,69,45,19,10,16,7,9,10,12,10,5,1,64
579,79,28,184,83,1.0,2,3,2,83.0,55.0,70.0,70.0,74.0,81.0,84,49,66,69,39,72,75,68,64,69,77,88,64,77,64,73,53,87,80,54,84,75,65,59,44,71,73,76,74,9,15,9,8,14,5,3,79
880,77,33,184,83,1.0,4,2,2,50.0,37.0,59.0,55.0,78.0,78.0,49,25,80,75,36,42,38,31,74,69,40,58,55,72,59,57,81,73,79,41,81,78,39,40,43,73,79,78,77,6,8,12,16,11,3,5,77
9287,71,24,190,82,2.0,3,2,1,61.0,41.0,50.0,55.0,65.0,73.0,38,41,69,62,32,50,38,32,58,61,52,69,58,54,53,51,74,66,79,34,66,64,48,42,36,61,63,65,64,6,14,14,13,13,3,3,66
7416,81,19,183,78,1.0,3,3,1,69.0,48.0,49.0,66.0,65.0,65.0,72,28,58,47,33,66,43,36,44,73,68,69,53,68,60,72,59,61,67,70,66,65,66,37,49,55,61,69,68,9,11,5,6,11,3,3,68
5250,77,22,168,55,1.0,4,3,1,79.0,65.0,64.0,75.0,32.0,39.0,69,59,39,65,59,75,70,64,58,75,80,78,77,69,92,76,53,55,33,70,32,30,66,60,57,67,34,27,34,11,9,6,10,11,5,1,70
4796,70,33,185,80,2.0,4,2,1,50.0,33.0,47.0,51.0,71.0,71.0,35,33,73,54,27,42,50,47,50,55,62,40,55,72,54,35,91,59,74,26,75,72,44,43,47,69,72,71,68,16,7,7,16,6,1,5,70
7305,78,20,175,65,1.0,3,2,1,77.0,41.0,63.0,68.0,62.0,62.0,68,39,55,66,32,69,62,38,58,69,78,76,64,62,83,45,60,70,56,37,68,64,62,64,44,60,60,64,61,6,5,15,12,12,5,5,68
2383,76,25,176,69,1.0,3,4,1,77.0,67.0,68.0,77.0,48.0,70.0,65,68,34,68,58,78,63,65,65,78,79,75,77,70,78,72,78,80,68,64,62,43,70,73,55,72,49,55,47,14,12,13,10,8,3,3,74
13595,62,30,190,75,1.0,3,2,1,54.0,60.0,56.0,57.0,57.0,72.0,49,60,66,61,65,55,49,50,58,58,55,54,54,66,65,67,64,67,81,51,58,62,59,57,61,58,44,62,66,12,9,15,7,10,5,3,62
4373,71,27,158,56,1.0,3,5,1,82.0,63.0,71.0,77.0,26.0,46.0,64,62,31,76,60,77,68,62,66,72,90,75,92,69,95,61,35,80,28,67,49,32,71,74,60,68,31,19,18,12,11,13,10,6,5,5,71
18664,61,21,189,66,1.0,2,2,1,69.0,46.0,45.0,50.0,40.0,58.0,34,45,59,53,40,48,42,33,41,47,68,69,67,48,57,49,61,61,57,42,57,39,54,48,51,43,38,35,43,9,13,8,9,8,3,1,52
10945,66,27,182,76,1.0,3,2,1,70.0,40.0,49.0,60.0,64.0,64.0,60,28,50,54,32,64,35,39,46,51,72,69,70,62,69,57,58,74,63,51,57,63,52,39,41,48,68,66,65,13,11,14,10,8,3,3,65
13889,76,19,183,75,1.0,3,3,1,72.0,64.0,53.0,63.0,21.0,70.0,53,66,48,56,53,62,66,34,44,65,70,74,72,52,64,66,73,72,70,63,68,28,63,55,56,59,17,14,16,9,7,12,7,6,5,3,62
6706,68,28,174,69,1.0,4,3,1,80.0,60.0,60.0,73.0,32.0,51.0,54,60,51,67,63,74,43,49,59,71,83,78,85,61,82,64,72,67,45,53,42,27,67,63,64,56,45,22,17,14,8,16,14,6,3,3,68
6836,69,26,170,68,1.0,4,4,1,65.0,65.0,68.0,69.0,46.0,51.0,66,65,53,68,47,69,65,70,66,69,70,61,77,63,73,68,77,71,40,68,47,54,61,73,68,63,52,34,39,15,8,8,14,7,5,3,68
12704,63,28,191,75,4.0,4,3,1,72.0,61.0,46.0,61.0,25.0,79.0,35,62,63,57,53,60,59,40,39,63,70,73,68,58,54,64,77,73,82,55,77,22,64,43,67,58,20,21,19,10,12,5,8,10,5,3,63
2326,79,25,184,76,1.0,3,3,1,72.0,73.0,62.0,74.0,22.0,64.0,66,78,73,64,71,75,44,38,59,74,69,74,73,70,68,75,73,73,68,68,41,16,82,69,39,69,18,15,18,5,15,15,6,13,3,3,74
9527,66,31,168,69,1.0,3,3,1,66.0,51.0,63.0,62.0,64.0,68.0,58,43,55,67,30,63,65,70,62,59,68,65,61,65,84,66,69,73,66,55,66,65,50,61,65,54,67,63,61,11,14,9,6,6,3,3,66
5890,72,26,186,77,1.0,3,3,1,76.0,72.0,54.0,65.0,23.0,65.0,52,74,71,58,66,67,49,69,48,66,77,76,67,57,55,72,74,51,74,69,57,16,70,50,70,51,18,15,23,12,6,8,7,6,5,3,69
4825,70,32,180,75,1.0,3,2,1,77.0,35.0,46.0,55.0,71.0,73.0,44,35,60,63,29,44,34,28,44,66,77,77,62,63,61,38,89,66,79,39,64,73,22,27,34,66,73,71,69,13,12,10,9,14,3,3,70
16542,61,24,172,68,1.0,4,3,1,70.0,52.0,56.0,63.0,50.0,56.0,56,51,46,58,55,60,56,52,52,60,70,70,82,50,85,57,54,69,54,46,44,50,56,55,53,63,55,49,43,9,10,13,6,14,5,3,58
9134,69,27,180,70,1.0,3,2,1,58.0,40.0,53.0,53.0,68.0,68.0,62,38,65,61,27,52,58,32,53,53,55,61,58,59,60,55,66,71,70,32,61,69,37,32,48,48,68,69,66,9,10,11,7,13,1,3,66
16296,74,18,174,67,2.0,3,3,1,65.0,61.0,46.0,61.0,19.0,45.0,35,63,46,57,50,61,50,31,33,61,64,66,57,57,81,63,52,57,44,57,29,17,62,51,65,59,17,13,15,10,7,14,9,8,3,3,59
9184,73,23,193,98,1.0,2,3,1,78.0,65.0,59.0,61.0,47.0,82.0,61,59,61,61,57,66,58,43,59,61,68,86,52,58,47,84,67,75,89,67,75,48,59,56,42,55,41,50,41,11,11,10,9,5,3,3,66
7956,67,30,172,70,1.0,2,3,1,72.0,59.0,65.0,66.0,62.0,65.0,67,55,43,67,55,66,52,60,65,66,73,72,76,60,66,63,58,70,65,64,61,64,56,65,63,59,61,65,66,14,14,12,12,7,3,5,67
18437,58,24,181,75,1.0,3,2,1,81.0,50.0,44.0,58.0,43.0,49.0,52,51,38,43,46,57,40,44,30,54,79,82,76,48,71,58,52,58,47,40,44,42,50,51,47,46,43,43,45,8,6,9,6,6,3,3,53
5744,69,29,181,82,2.0,4,3,1,48.0,62.0,67.0,70.0,61.0,73.0,64,57,45,72,48,65,64,56,68,74,59,39,71,66,76,71,65,79,74,67,64,65,60,66,63,77,62,61,63,7,12,14,8,7,3,3,69
14151,72,18,193,77,2.0,3,3,1,77.0,55.0,58.0,68.0,23.0,48.0,50,52,31,64,51,69,56,51,52,65,81,73,83,54,79,67,50,48,50,51,44,21,52,62,56,58,23,23,22,5,10,7,7,9,3,1,62
5601,69,30,181,76,2.0,3,3,1,66.0,69.0,62.0,68.0,42.0,68.0,46,69,77,69,72,67,66,50,67,68,65,67,63,70,70,74,70,69,63,64,80,32,69,64,69,73,42,41,33,11,6,11,16,12,5,5,69
9679,67,27,192,74,1.0,4,2,1,63.0,28.0,49.0,41.0,65.0,71.0,52,21,63,62,27,29,22,31,53,54,53,72,39,63,50,42,70,70,72,27,70,64,27,32,38,48,65,66,67,13,11,10,13,8,1,3,66
15166,70,20,174,70,1.0,4,3,1,70.0,49.0,49.0,57.0,56.0,58.0,61,48,48,50,40,58,42,48,44,55,67,72,57,58,61,45,55,68,55,55,55,55,58,40,55,55,52,62,61,13,10,14,14,9,3,5,61
13631,70,24,188,82,2.0,3,2,1,52.0,26.0,37.0,46.0,64.0,66.0,23,22,65,47,21,41,32,20,43,46,51,53,49,58,62,39,74,57,74,21,57,62,30,36,37,52,65,63,62,10,12,9,10,10,5,3,62
6364,77,23,179,73,1.0,5,3,1,77.0,69.0,58.0,71.0,21.0,57.0,51,69,71,65,55,73,62,50,58,71,79,75,73,65,68,70,66,61,64,70,30,11,64,56,72,55,13,19,20,6,10,10,7,7,3,3,69
14156,68,22,179,74,3.0,3,2,1,82.0,39.0,49.0,61.0,56.0,61.0,57,34,45,58,33,61,34,29,45,54,82,82,74,61,73,49,72,74,58,40,50,54,47,38,37,57,57,60,53,8,10,14,13,11,3,3,62
